# file...... house_data.csv
# date...... Thu Jun  7 18:10:47 2018
# user...... vagrant
# host...... (null)
# trigger... (none)
# interval.. 900
# limit..... 0
# timestamp,house1:air_temperature, house1:cooling_setpoint, house1:compressor_count, house2:air_temperature, house2:cooling_setpoint, house2:compressor_count, house3:air_temperature, house3:cooling_setpoint, house3:compressor_count
2009-06-02 12:30:00 EDT,+75.868,+75.202,38,+76.5173,+76.9939,26,+71.4026,+71.5943,40
2009-06-02 12:45:00 EDT,+74.4549,+75.202,40,+77.6913,+76.9939,27,+71.9112,+71.5943,41
2009-06-02 13:00:00 EDT,+75.6071,+75.202,41,+76.3902,+76.9939,29,+71.2064,+71.5943,43
2009-06-02 13:15:00 EDT,+74.7826,+75.202,43,+77.3645,+76.9939,30,+72.1245,+71.5943,44
2009-06-02 13:30:00 EDT,+75.5868,+75.202,44,+76.8395,+76.9939,32,+70.7019,+71.5943,46
2009-06-02 13:45:00 EDT,+74.7796,+75.202,46,+77.1515,+76.9939,33,+72.4334,+71.5943,47
2009-06-02 14:00:00 EDT,+75.5937,+75.202,47,+77.2452,+76.9939,35,+71.0368,+71.5943,49
2009-06-02 14:15:00 EDT,+74.5672,+75.202,49,+77.0635,+76.9939,36,+71.9534,+71.5943,51
2009-06-02 14:30:00 EDT,+75.8487,+75.202,50,+77.0275,+76.9939,38,+71.7647,+71.5943,52
2009-06-02 14:45:00 EDT,+74.2216,+75.202,52,+77.19,+76.9939,39,+71.0769,+71.5943,54
2009-06-02 15:00:00 EDT,+76.0804,+75.202,53,+76.8004,+76.9939,41,+72.3298,+71.5943,55
2009-06-02 15:15:00 EDT,+74.7,+75.202,55,+77.4222,+76.9939,42,+70.8387,+71.5943,57
2009-06-02 15:30:00 EDT,+75.5612,+75.202,57,+76.2697,+76.9939,44,+71.9534,+71.5943,59
2009-06-02 15:45:00 EDT,+75.3389,+75.202,58,+77.7624,+76.9939,45,+71.7682,+71.5943,60
2009-06-02 16:00:00 EDT,+74.7562,+75.202,60,+76.2723,+76.9939,47,+71.0045,+71.5943,62
2009-06-02 16:15:00 EDT,+75.8294,+75.202,61,+77.9503,+76.9939,49,+72.4398,+71.5943,63
2009-06-02 16:30:00 EDT,+74.2241,+75.202,63,+76.7252,+76.9939,50,+71.0102,+71.5943,65
2009-06-02 16:45:00 EDT,+76.0218,+75.202,65,+77.1423,+76.9939,52,+71.7239,+71.5943,67
2009-06-02 17:00:00 EDT,+75.0472,+75.202,66,+77.2357,+76.9939,53,+71.9457,+71.5943,68
2009-06-02 17:15:00 EDT,+75.5679,+75.202,68,+76.9108,+76.9939,55,+70.8996,+71.5943,70
2009-06-02 17:30:00 EDT,+75.1788,+75.202,69,+77.1273,+76.9939,56,+72.3379,+71.5943,71
2009-06-02 17:45:00 EDT,+71.4447,+69.802,70,+73.1693,+73.3942,57,+70.8607,+71.5943,73
2009-06-02 18:00:00 EDT,+69.6835,+69.802,70,+72.5106,+73.3942,58,+72.5484,+71.5943,75
2009-06-02 18:15:00 EDT,+68.9643,+69.802,71,+73.8435,+73.3942,60,+71.1451,+71.5943,76
2009-06-02 18:30:00 EDT,+70.2534,+69.802,73,+73.4978,+73.3942,61,+72.3703,+71.5943,77
2009-06-02 18:45:00 EDT,+69.9551,+69.802,74,+73.4466,+73.3942,63,+70.7094,+71.5943,79
2009-06-02 19:00:00 EDT,+69.3627,+69.802,76,+73.3973,+73.3942,64,+71.9718,+71.5943,80
2009-06-02 19:15:00 EDT,+69.9282,+69.802,77,+74.0053,+73.3942,65,+72.4403,+71.5943,81
2009-06-02 19:30:00 EDT,+70.6576,+69.802,78,+74.297,+73.3942,66,+71.7075,+71.5943,83
2009-06-02 19:45:00 EDT,+69.339,+69.802,80,+73.7508,+73.3942,68,+70.779,+71.5943,84
2009-06-02 20:00:00 EDT,+69.5284,+69.802,81,+72.7051,+73.3942,69,+71.476,+71.5943,85
2009-06-02 20:15:00 EDT,+69.676,+69.802,82,+74.3529,+73.3942,70,+71.3021,+71.5943,86
2009-06-02 20:30:00 EDT,+69.7931,+69.802,83,+74.2796,+73.3942,70,+71.1276,+71.5943,87
2009-06-02 20:45:00 EDT,+69.8944,+69.802,84,+74.136,+73.3942,71,+70.9459,+71.5943,88
2009-06-02 21:00:00 EDT,+69.9855,+69.802,85,+73.956,+73.3942,72,+70.7542,+71.5943,89
2009-06-02 21:15:00 EDT,+69.8699,+69.802,86,+73.4932,+73.3942,73,+71.5882,+71.5943,90
2009-06-02 21:30:00 EDT,+69.7759,+69.802,87,+72.7463,+73.3942,74,+72.5698,+71.5943,90
2009-06-02 21:45:00 EDT,+69.6941,+69.802,88,+73.7597,+73.3942,75,+72.4657,+71.5943,91
2009-06-02 22:00:00 EDT,+69.6172,+69.802,89,+74.275,+73.3942,75,+72.3443,+71.5943,92
2009-06-02 22:15:00 EDT,+69.1506,+69.802,90,+73.9193,+73.3942,76,+72.0413,+71.5943,93
2009-06-02 22:30:00 EDT,+69.2451,+69.802,91,+73.1203,+73.3942,77,+71.5251,+71.5943,94
2009-06-02 22:45:00 EDT,+70.5346,+69.802,92,+74.3886,+73.3942,77,+70.6052,+71.5943,95
2009-06-02 23:00:00 EDT,+70.7126,+69.802,92,+74.1365,+73.3942,78,+72.5689,+71.5943,95
2009-06-02 23:15:00 EDT,+70.3195,+69.802,93,+73.2227,+73.3942,79,+72.1423,+71.5943,96
2009-06-02 23:30:00 EDT,+69.0988,+69.802,94,+74.0511,+73.3942,79,+72.1584,+71.5943,97
2009-06-02 23:45:00 EDT,+70.6729,+69.802,94,+74.3763,+73.3942,79,+72.2634,+71.5943,97
