# Tucson June 23--Jul7, 2017 weather from airport observations to go with CAISO prices from same time period.
# Datetime Temp(F) RH (%) solar_direct (W/sf) solar_difuse (W/sf) pressure (kPA) wind (m/s)
$state_name=Arizona
$city_name=Tucson
temperature,humidity,solar_direct,solar_diffuse,pressure,wind_speed,
06:23:03:19:00,85.373,0.4095,0,0,922.4036667,0.665
06:23:03:20:00,85.34,0.41,0,0,922.4033333,0.7
06:23:03:21:00,85.307,0.4105,0,0,922.403,0.735
06:23:03:22:00,85.274,0.411,0,0,922.4026667,0.77
06:23:03:23:00,85.241,0.4115,0,0,922.4023333,0.805
06:23:03:24:00,85.208,0.412,0,0,922.402,0.84
06:23:03:25:00,85.175,0.4125,0,0,922.4016667,0.875
06:23:03:26:00,85.142,0.413,0,0,922.4013333,0.91
06:23:03:27:00,85.109,0.4135,0,0,922.401,0.945
06:23:03:28:00,85.076,0.414,0,0,922.4006667,0.98
06:23:03:29:00,85.043,0.4145,0,0,922.4003333,1.015
06:23:03:30:00,85.01,0.415,0,0,922.4,1.05
06:23:03:31:00,84.977,0.4155,0,0,922.3996667,1.085
06:23:03:32:00,84.944,0.416,0,0,922.3993333,1.12
06:23:03:33:00,84.911,0.4165,0,0,922.399,1.155
06:23:03:34:00,84.878,0.417,0,0,922.3986667,1.19
06:23:03:35:00,84.845,0.4175,0,0,922.3983333,1.225
06:23:03:36:00,84.812,0.418,0,0,922.398,1.26
06:23:03:37:00,84.779,0.4185,0,0,922.3976667,1.295
06:23:03:38:00,84.746,0.419,0,0,922.3973333,1.33
06:23:03:39:00,84.713,0.4195,0,0,922.397,1.365
06:23:03:40:00,84.68,0.42,0,0,922.3966667,1.4
06:23:03:41:00,84.647,0.4205,0,0,922.3963333,1.435
06:23:03:42:00,84.614,0.421,0,0,922.396,1.47
06:23:03:43:00,84.581,0.4215,0,0,922.3956667,1.505
06:23:03:44:00,84.548,0.422,0,0,922.3953333,1.54
06:23:03:45:00,84.515,0.4225,0,0,922.395,1.575
06:23:03:46:00,84.482,0.423,0,0,922.3946667,1.61
06:23:03:47:00,84.449,0.4235,0,0,922.3943333,1.645
06:23:03:48:00,84.416,0.424,0,0,922.394,1.68
06:23:03:49:00,84.383,0.4245,0,0,922.3936667,1.715
06:23:03:50:00,84.35,0.425,0,0,922.3933333,1.75
06:23:03:51:00,84.317,0.4255,0,0,922.393,1.785
06:23:03:52:00,84.284,0.426,0,0,922.3926667,1.82
06:23:03:53:00,84.251,0.4265,0,0,922.3923333,1.855
06:23:03:54:00,84.218,0.427,0,0,922.392,1.89
06:23:03:55:00,84.185,0.4275,0,0,922.3916667,1.925
06:23:03:56:00,84.152,0.428,0,0,922.3913333,1.96
06:23:03:57:00,84.119,0.4285,0,0,922.391,1.995
06:23:03:58:00,84.086,0.429,0,0,922.3906667,2.03
06:23:03:59:00,84.053,0.4295,0,0,922.3903333,2.065
06:23:04:00:00,84.02,0.43,0,0,922.39,2.1
06:23:04:01:00,84.02,0.43,0.023166667,0.007666667,922.39,2.1
06:23:04:02:00,84.02,0.43,0.046333333,0.015333333,922.39,2.1
06:23:04:03:00,84.02,0.43,0.0695,0.023,922.39,2.1
06:23:04:04:00,84.02,0.43,0.092666667,0.030666667,922.39,2.1
06:23:04:05:00,84.02,0.43,0.115833333,0.038333333,922.39,2.1
06:23:04:06:00,84.02,0.43,0.139,0.046,922.39,2.1
06:23:04:07:00,84.02,0.43,0.162166667,0.053666667,922.39,2.1
06:23:04:08:00,84.02,0.43,0.185333333,0.061333333,922.39,2.1
06:23:04:09:00,84.02,0.43,0.2085,0.069,922.39,2.1
06:23:04:10:00,84.02,0.43,0.231666667,0.076666667,922.39,2.1
06:23:04:11:00,84.02,0.43,0.254833333,0.084333333,922.39,2.1
06:23:04:12:00,84.02,0.43,0.278,0.092,922.39,2.1
06:23:04:13:00,84.02,0.43,0.301166667,0.099666667,922.39,2.1
06:23:04:14:00,84.02,0.43,0.324333333,0.107333333,922.39,2.1
06:23:04:15:00,84.02,0.43,0.3475,0.115,922.39,2.1
06:23:04:16:00,84.02,0.43,0.370666667,0.122666667,922.39,2.1
06:23:04:17:00,84.02,0.43,0.393833333,0.130333333,922.39,2.1
06:23:04:18:00,84.02,0.43,0.417,0.138,922.39,2.1
06:23:04:19:00,84.02,0.43,0.440166667,0.145666667,922.39,2.1
06:23:04:20:00,84.02,0.43,0.463333333,0.153333333,922.39,2.1
06:23:04:21:00,84.02,0.43,0.4865,0.161,922.39,2.1
06:23:04:22:00,84.02,0.43,0.509666667,0.168666667,922.39,2.1
06:23:04:23:00,84.02,0.43,0.532833333,0.176333333,922.39,2.1
06:23:04:24:00,84.02,0.43,0.556,0.184,922.39,2.1
06:23:04:25:00,84.02,0.43,0.579166667,0.191666667,922.39,2.1
06:23:04:26:00,84.02,0.43,0.602333333,0.199333333,922.39,2.1
06:23:04:27:00,84.02,0.43,0.6255,0.207,922.39,2.1
06:23:04:28:00,84.02,0.43,0.648666667,0.214666667,922.39,2.1
06:23:04:29:00,84.02,0.43,0.671833333,0.222333333,922.39,2.1
06:23:04:30:00,84.02,0.43,0.695,0.23,922.39,2.1
06:23:04:31:00,84.02,0.43,0.718166667,0.237666667,922.39,2.1
06:23:04:32:00,84.02,0.43,0.741333333,0.245333333,922.39,2.1
06:23:04:33:00,84.02,0.43,0.7645,0.253,922.39,2.1
06:23:04:34:00,84.02,0.43,0.787666667,0.260666667,922.39,2.1
06:23:04:35:00,84.02,0.43,0.810833333,0.268333333,922.39,2.1
06:23:04:36:00,84.02,0.43,0.834,0.276,922.39,2.1
06:23:04:37:00,84.02,0.43,0.857166667,0.283666667,922.39,2.1
06:23:04:38:00,84.02,0.43,0.880333333,0.291333333,922.39,2.1
06:23:04:39:00,84.02,0.43,0.9035,0.299,922.39,2.1
06:23:04:40:00,84.02,0.43,0.926666667,0.306666667,922.39,2.1
06:23:04:41:00,84.02,0.43,0.949833333,0.314333333,922.39,2.1
06:23:04:42:00,84.02,0.43,0.973,0.322,922.39,2.1
06:23:04:43:00,84.02,0.43,0.996166667,0.329666667,922.39,2.1
06:23:04:44:00,84.02,0.43,1.019333333,0.337333333,922.39,2.1
06:23:04:45:00,84.02,0.43,1.0425,0.345,922.39,2.1
06:23:04:46:00,84.02,0.43,1.065666667,0.352666667,922.39,2.1
06:23:04:47:00,84.02,0.43,1.088833333,0.360333333,922.39,2.1
06:23:04:48:00,84.02,0.43,1.112,0.368,922.39,2.1
06:23:04:49:00,84.02,0.43,1.135166667,0.375666667,922.39,2.1
06:23:04:50:00,84.02,0.43,1.158333333,0.383333333,922.39,2.1
06:23:04:51:00,84.02,0.43,1.1815,0.391,922.39,2.1
06:23:04:52:00,84.02,0.43,1.204666667,0.398666667,922.39,2.1
06:23:04:53:00,84.02,0.43,1.227833333,0.406333333,922.39,2.1
06:23:04:54:00,84.02,0.43,1.251,0.414,922.39,2.1
06:23:04:55:00,84.02,0.43,1.274166667,0.421666667,922.39,2.1
06:23:04:56:00,84.02,0.43,1.297333333,0.429333333,922.39,2.1
06:23:04:57:00,84.02,0.43,1.3205,0.437,922.39,2.1
06:23:04:58:00,84.02,0.43,1.343666667,0.444666667,922.39,2.1
06:23:04:59:00,84.02,0.43,1.366833333,0.452333333,922.39,2.1
06:23:05:00:00,84.02,0.43,1.39,0.46,922.39,2.1
06:23:05:01:00,84.053,0.429833333,1.761666667,0.525166667,922.4148333,2.09
06:23:05:02:00,84.086,0.429666667,2.133333333,0.590333333,922.4396667,2.08
06:23:05:03:00,84.119,0.4295,2.505,0.6555,922.4645,2.07
06:23:05:04:00,84.152,0.429333333,2.876666667,0.720666667,922.4893333,2.06
06:23:05:05:00,84.185,0.429166667,3.248333333,0.785833333,922.5141667,2.05
06:23:05:06:00,84.218,0.429,3.62,0.851,922.539,2.04
06:23:05:07:00,84.251,0.428833333,3.991666667,0.916166667,922.5638333,2.03
06:23:05:08:00,84.284,0.428666667,4.363333333,0.981333333,922.5886667,2.02
06:23:05:09:00,84.317,0.4285,4.735,1.0465,922.6135,2.01
06:23:05:10:00,84.35,0.428333333,5.106666667,1.111666667,922.6383333,2
06:23:05:11:00,84.383,0.428166667,5.478333333,1.176833333,922.6631667,1.99
06:23:05:12:00,84.416,0.428,5.85,1.242,922.688,1.98
06:23:05:13:00,84.449,0.427833333,6.221666667,1.307166667,922.7128333,1.97
06:23:05:14:00,84.482,0.427666667,6.593333333,1.372333333,922.7376667,1.96
06:23:05:15:00,84.515,0.4275,6.965,1.4375,922.7625,1.95
06:23:05:16:00,84.548,0.427333333,7.336666667,1.502666667,922.7873333,1.94
06:23:05:17:00,84.581,0.427166667,7.708333333,1.567833333,922.8121667,1.93
06:23:05:18:00,84.614,0.427,8.08,1.633,922.837,1.92
06:23:05:19:00,84.647,0.426833333,8.451666667,1.698166667,922.8618333,1.91
06:23:05:20:00,84.68,0.426666667,8.823333333,1.763333333,922.8866667,1.9
06:23:05:21:00,84.713,0.4265,9.195,1.8285,922.9115,1.89
06:23:05:22:00,84.746,0.426333333,9.566666667,1.893666667,922.9363333,1.88
06:23:05:23:00,84.779,0.426166667,9.938333333,1.958833333,922.9611667,1.87
06:23:05:24:00,84.812,0.426,10.31,2.024,922.986,1.86
06:23:05:25:00,84.845,0.425833333,10.68166667,2.089166667,923.0108333,1.85
06:23:05:26:00,84.878,0.425666667,11.05333333,2.154333333,923.0356667,1.84
06:23:05:27:00,84.911,0.4255,11.425,2.2195,923.0605,1.83
06:23:05:28:00,84.944,0.425333333,11.79666667,2.284666667,923.0853333,1.82
06:23:05:29:00,84.977,0.425166667,12.16833333,2.349833333,923.1101667,1.81
06:23:05:30:00,85.01,0.425,12.54,2.415,923.135,1.8
06:23:05:31:00,85.043,0.424833333,12.91166667,2.480166667,923.1598333,1.79
06:23:05:32:00,85.076,0.424666667,13.28333333,2.545333333,923.1846667,1.78
06:23:05:33:00,85.109,0.4245,13.655,2.6105,923.2095,1.77
06:23:05:34:00,85.142,0.424333333,14.02666667,2.675666667,923.2343333,1.76
06:23:05:35:00,85.175,0.424166667,14.39833333,2.740833333,923.2591667,1.75
06:23:05:36:00,85.208,0.424,14.77,2.806,923.284,1.74
06:23:05:37:00,85.241,0.423833333,15.14166667,2.871166667,923.3088333,1.73
06:23:05:38:00,85.274,0.423666667,15.51333333,2.936333333,923.3336667,1.72
06:23:05:39:00,85.307,0.4235,15.885,3.0015,923.3585,1.71
06:23:05:40:00,85.34,0.423333333,16.25666667,3.066666667,923.3833333,1.7
06:23:05:41:00,85.373,0.423166667,16.62833333,3.131833333,923.4081667,1.69
06:23:05:42:00,85.406,0.423,17,3.197,923.433,1.68
06:23:05:43:00,85.439,0.422833333,17.37166667,3.262166667,923.4578333,1.67
06:23:05:44:00,85.472,0.422666667,17.74333333,3.327333333,923.4826667,1.66
06:23:05:45:00,85.505,0.4225,18.115,3.3925,923.5075,1.65
06:23:05:46:00,85.538,0.422333333,18.48666667,3.457666667,923.5323333,1.64
06:23:05:47:00,85.571,0.422166667,18.85833333,3.522833333,923.5571667,1.63
06:23:05:48:00,85.604,0.422,19.23,3.588,923.582,1.62
06:23:05:49:00,85.637,0.421833333,19.60166667,3.653166667,923.6068333,1.61
06:23:05:50:00,85.67,0.421666667,19.97333333,3.718333333,923.6316667,1.6
06:23:05:51:00,85.703,0.4215,20.345,3.7835,923.6565,1.59
06:23:05:52:00,85.736,0.421333333,20.71666667,3.848666667,923.6813333,1.58
06:23:05:53:00,85.769,0.421166667,21.08833333,3.913833333,923.7061667,1.57
06:23:05:54:00,85.802,0.421,21.46,3.979,923.731,1.56
06:23:05:55:00,85.835,0.420833333,21.83166667,4.044166667,923.7558333,1.55
06:23:05:56:00,85.868,0.420666667,22.20333333,4.109333333,923.7806667,1.54
06:23:05:57:00,85.901,0.4205,22.575,4.1745,923.8055,1.53
06:23:05:58:00,85.934,0.420333333,22.94666667,4.239666667,923.8303333,1.52
06:23:05:59:00,85.967,0.420166667,23.31833333,4.304833333,923.8551667,1.51
06:23:06:00:00,86,0.42,23.69,4.37,923.88,1.5
06:23:06:01:00,86.033,0.4195,24.04916667,4.435,923.8923333,1.475
06:23:06:02:00,86.066,0.419,24.40833333,4.5,923.9046667,1.45
06:23:06:03:00,86.099,0.4185,24.7675,4.565,923.917,1.425
06:23:06:04:00,86.132,0.418,25.12666667,4.63,923.9293333,1.4
06:23:06:05:00,86.165,0.4175,25.48583333,4.695,923.9416667,1.375
06:23:06:06:00,86.198,0.417,25.845,4.76,923.954,1.35
06:23:06:07:00,86.231,0.4165,26.20416667,4.825,923.9663333,1.325
06:23:06:08:00,86.264,0.416,26.56333333,4.89,923.9786667,1.3
06:23:06:09:00,86.297,0.4155,26.9225,4.955,923.991,1.275
06:23:06:10:00,86.33,0.415,27.28166667,5.02,924.0033333,1.25
06:23:06:11:00,86.363,0.4145,27.64083333,5.085,924.0156667,1.225
06:23:06:12:00,86.396,0.414,28,5.15,924.028,1.2
06:23:06:13:00,86.429,0.4135,28.35916667,5.215,924.0403333,1.175
06:23:06:14:00,86.462,0.413,28.71833333,5.28,924.0526667,1.15
06:23:06:15:00,86.495,0.4125,29.0775,5.345,924.065,1.125
06:23:06:16:00,86.528,0.412,29.43666667,5.41,924.0773333,1.1
06:23:06:17:00,86.561,0.4115,29.79583333,5.475,924.0896667,1.075
06:23:06:18:00,86.594,0.411,30.155,5.54,924.102,1.05
06:23:06:19:00,86.627,0.4105,30.51416667,5.605,924.1143333,1.025
06:23:06:20:00,86.66,0.41,30.87333333,5.67,924.1266667,1
06:23:06:21:00,86.693,0.4095,31.2325,5.735,924.139,0.975
06:23:06:22:00,86.726,0.409,31.59166667,5.8,924.1513333,0.95
06:23:06:23:00,86.759,0.4085,31.95083333,5.865,924.1636667,0.925
06:23:06:24:00,86.792,0.408,32.31,5.93,924.176,0.9
06:23:06:25:00,86.825,0.4075,32.66916667,5.995,924.1883333,0.875
06:23:06:26:00,86.858,0.407,33.02833333,6.06,924.2006667,0.85
06:23:06:27:00,86.891,0.4065,33.3875,6.125,924.213,0.825
06:23:06:28:00,86.924,0.406,33.74666667,6.19,924.2253333,0.8
06:23:06:29:00,86.957,0.4055,34.10583333,6.255,924.2376667,0.775
06:23:06:30:00,86.99,0.405,34.465,6.32,924.25,0.75
06:23:06:31:00,87.023,0.4045,34.82416667,6.385,924.2623333,0.725
