# Tucson June 23--Jul7, 2017 weather from airport observations to go with CAISO prices from same time period.
# Datetime Temp(F) RH (%) solar_direct (W/sf) solar_difuse (W/sf) pressure (kPA) wind (m/s)
$state_name=Arizona
$city_name=Tucson
temperature,humidity,solar_direct,solar_diffuse,pressure,wind_speed,
06:25:20:17:00,100.337,0.1455,0,0,927.4243333,4.356666667
06:25:20:18:00,100.238,0.147,0,0,927.494,4.46
06:25:20:19:00,100.139,0.1485,0,0,927.5636667,4.563333333
06:25:20:20:00,100.04,0.15,0,0,927.6333333,4.666666667
06:25:20:21:00,99.941,0.1515,0,0,927.703,4.77
06:25:20:22:00,99.842,0.153,0,0,927.7726667,4.873333333
06:25:20:23:00,99.743,0.1545,0,0,927.8423333,4.976666667
06:25:20:24:00,99.644,0.156,0,0,927.912,5.08
06:25:20:25:00,99.545,0.1575,0,0,927.9816667,5.183333333
06:25:20:26:00,99.446,0.159,0,0,928.0513333,5.286666667
06:25:20:27:00,99.347,0.1605,0,0,928.121,5.39
06:25:20:28:00,99.248,0.162,0,0,928.1906667,5.493333333
06:25:20:29:00,99.149,0.1635,0,0,928.2603333,5.596666667
06:25:20:30:00,99.05,0.165,0,0,928.33,5.7
06:25:20:31:00,98.951,0.1665,0,0,928.3996667,5.803333333
06:25:20:32:00,98.852,0.168,0,0,928.4693333,5.906666667
06:25:20:33:00,98.753,0.1695,0,0,928.539,6.01
06:25:20:34:00,98.654,0.171,0,0,928.6086667,6.113333333
06:25:20:35:00,98.555,0.1725,0,0,928.6783333,6.216666667
06:25:20:36:00,98.456,0.174,0,0,928.748,6.32
06:25:20:37:00,98.357,0.1755,0,0,928.8176667,6.423333333
06:25:20:38:00,98.258,0.177,0,0,928.8873333,6.526666667
06:25:20:39:00,98.159,0.1785,0,0,928.957,6.63
06:25:20:40:00,98.06,0.18,0,0,929.0266667,6.733333333
06:25:20:41:00,97.961,0.1815,0,0,929.0963333,6.836666667
06:25:20:42:00,97.862,0.183,0,0,929.166,6.94
06:25:20:43:00,97.763,0.1845,0,0,929.2356667,7.043333333
06:25:20:44:00,97.664,0.186,0,0,929.3053333,7.146666667
06:25:20:45:00,97.565,0.1875,0,0,929.375,7.25
06:25:20:46:00,97.466,0.189,0,0,929.4446667,7.353333333
06:25:20:47:00,97.367,0.1905,0,0,929.5143333,7.456666667
06:25:20:48:00,97.268,0.192,0,0,929.584,7.56
06:25:20:49:00,97.169,0.1935,0,0,929.6536667,7.663333333
06:25:20:50:00,97.07,0.195,0,0,929.7233333,7.766666667
06:25:20:51:00,96.971,0.1965,0,0,929.793,7.87
06:25:20:52:00,96.872,0.198,0,0,929.8626667,7.973333333
06:25:20:53:00,96.773,0.1995,0,0,929.9323333,8.076666667
06:25:20:54:00,96.674,0.201,0,0,930.002,8.18
06:25:20:55:00,96.575,0.2025,0,0,930.0716667,8.283333333
06:25:20:56:00,96.476,0.204,0,0,930.1413333,8.386666667
06:25:20:57:00,96.377,0.2055,0,0,930.211,8.49
06:25:20:58:00,96.278,0.207,0,0,930.2806667,8.593333333
06:25:20:59:00,96.179,0.2085,0,0,930.3503333,8.696666667
06:25:21:00:00,96.08,0.21,0,0,930.42,8.8
06:25:21:01:00,96.062,0.209833333,0,0,930.357,8.688333333
06:25:21:02:00,96.044,0.209666667,0,0,930.294,8.576666667
06:25:21:03:00,96.026,0.2095,0,0,930.231,8.465
06:25:21:04:00,96.008,0.209333333,0,0,930.168,8.353333333
06:25:21:05:00,95.99,0.209166667,0,0,930.105,8.241666667
06:25:21:06:00,95.972,0.209,0,0,930.042,8.13
06:25:21:07:00,95.954,0.208833333,0,0,929.979,8.018333333
06:25:21:08:00,95.936,0.208666667,0,0,929.916,7.906666667
06:25:21:09:00,95.918,0.2085,0,0,929.853,7.795
06:25:21:10:00,95.9,0.208333333,0,0,929.79,7.683333333
06:25:21:11:00,95.882,0.208166667,0,0,929.727,7.571666667
06:25:21:12:00,95.864,0.208,0,0,929.664,7.46
06:25:21:13:00,95.846,0.207833333,0,0,929.601,7.348333333
06:25:21:14:00,95.828,0.207666667,0,0,929.538,7.236666667
06:25:21:15:00,95.81,0.2075,0,0,929.475,7.125
06:25:21:16:00,95.792,0.207333333,0,0,929.412,7.013333333
06:25:21:17:00,95.774,0.207166667,0,0,929.349,6.901666667
06:25:21:18:00,95.756,0.207,0,0,929.286,6.79
06:25:21:19:00,95.738,0.206833333,0,0,929.223,6.678333333
06:25:21:20:00,95.72,0.206666667,0,0,929.16,6.566666667
06:25:21:21:00,95.702,0.2065,0,0,929.097,6.455
06:25:21:22:00,95.684,0.206333333,0,0,929.034,6.343333333
06:25:21:23:00,95.666,0.206166667,0,0,928.971,6.231666667
06:25:21:24:00,95.648,0.206,0,0,928.908,6.12
06:25:21:25:00,95.63,0.205833333,0,0,928.845,6.008333333
06:25:21:26:00,95.612,0.205666667,0,0,928.782,5.896666667
06:25:21:27:00,95.594,0.2055,0,0,928.719,5.785
06:25:21:28:00,95.576,0.205333333,0,0,928.656,5.673333333
06:25:21:29:00,95.558,0.205166667,0,0,928.593,5.561666667
06:25:21:30:00,95.54,0.205,0,0,928.53,5.45
06:25:21:31:00,95.522,0.204833333,0,0,928.467,5.338333333
06:25:21:32:00,95.504,0.204666667,0,0,928.404,5.226666667
06:25:21:33:00,95.486,0.2045,0,0,928.341,5.115
06:25:21:34:00,95.468,0.204333333,0,0,928.278,5.003333333
06:25:21:35:00,95.45,0.204166667,0,0,928.215,4.891666667
06:25:21:36:00,95.432,0.204,0,0,928.152,4.78
06:25:21:37:00,95.414,0.203833333,0,0,928.089,4.668333333
06:25:21:38:00,95.396,0.203666667,0,0,928.026,4.556666667
06:25:21:39:00,95.378,0.2035,0,0,927.963,4.445
06:25:21:40:00,95.36,0.203333333,0,0,927.9,4.333333333
06:25:21:41:00,95.342,0.203166667,0,0,927.837,4.221666667
06:25:21:42:00,95.324,0.203,0,0,927.774,4.11
06:25:21:43:00,95.306,0.202833333,0,0,927.711,3.998333333
06:25:21:44:00,95.288,0.202666667,0,0,927.648,3.886666667
06:25:21:45:00,95.27,0.2025,0,0,927.585,3.775
06:25:21:46:00,95.252,0.202333333,0,0,927.522,3.663333333
06:25:21:47:00,95.234,0.202166667,0,0,927.459,3.551666667
06:25:21:48:00,95.216,0.202,0,0,927.396,3.44
06:25:21:49:00,95.198,0.201833333,0,0,927.333,3.328333333
06:25:21:50:00,95.18,0.201666667,0,0,927.27,3.216666667
06:25:21:51:00,95.162,0.2015,0,0,927.207,3.105
06:25:21:52:00,95.144,0.201333333,0,0,927.144,2.993333333
06:25:21:53:00,95.126,0.201166667,0,0,927.081,2.881666667
06:25:21:54:00,95.108,0.201,0,0,927.018,2.77
06:25:21:55:00,95.09,0.200833333,0,0,926.955,2.658333333
06:25:21:56:00,95.072,0.200666667,0,0,926.892,2.546666667
06:25:21:57:00,95.054,0.2005,0,0,926.829,2.435
06:25:21:58:00,95.036,0.200333333,0,0,926.766,2.323333333
06:25:21:59:00,95.018,0.200166667,0,0,926.703,2.211666667
06:25:22:00:00,95,0.2,0,0,926.64,2.1
06:25:22:01:00,95,0.2,0,0,926.64,2.1
06:25:22:02:00,95,0.2,0,0,926.64,2.1
06:25:22:03:00,95,0.2,0,0,926.64,2.1
06:25:22:04:00,95,0.2,0,0,926.64,2.1
06:25:22:05:00,95,0.2,0,0,926.64,2.1
06:25:22:06:00,95,0.2,0,0,926.64,2.1
06:25:22:07:00,95,0.2,0,0,926.64,2.1
06:25:22:08:00,95,0.2,0,0,926.64,2.1
06:25:22:09:00,95,0.2,0,0,926.64,2.1
06:25:22:10:00,95,0.2,0,0,926.64,2.1
06:25:22:11:00,95,0.2,0,0,926.64,2.1
06:25:22:12:00,95,0.2,0,0,926.64,2.1
06:25:22:13:00,95,0.2,0,0,926.64,2.1
06:25:22:14:00,95,0.2,0,0,926.64,2.1
06:25:22:15:00,95,0.2,0,0,926.64,2.1
06:25:22:16:00,95,0.2,0,0,926.64,2.1
06:25:22:17:00,95,0.2,0,0,926.64,2.1
06:25:22:18:00,95,0.2,0,0,926.64,2.1
06:25:22:19:00,95,0.2,0,0,926.64,2.1
06:25:22:20:00,95,0.2,0,0,926.64,2.1
06:25:22:21:00,95,0.2,0,0,926.64,2.1
06:25:22:22:00,95,0.2,0,0,926.64,2.1
06:25:22:23:00,95,0.2,0,0,926.64,2.1
06:25:22:24:00,95,0.2,0,0,926.64,2.1
06:25:22:25:00,95,0.2,0,0,926.64,2.1
06:25:22:26:00,95,0.2,0,0,926.64,2.1
06:25:22:27:00,95,0.2,0,0,926.64,2.1
06:25:22:28:00,95,0.2,0,0,926.64,2.1
06:25:22:29:00,95,0.2,0,0,926.64,2.1
06:25:22:30:00,95,0.2,0,0,926.64,2.1
06:25:22:31:00,95,0.2,0,0,926.64,2.1
06:25:22:32:00,95,0.2,0,0,926.64,2.1
06:25:22:33:00,95,0.2,0,0,926.64,2.1
06:25:22:34:00,95,0.2,0,0,926.64,2.1
06:25:22:35:00,95,0.2,0,0,926.64,2.1
06:25:22:36:00,95,0.2,0,0,926.64,2.1
06:25:22:37:00,95,0.2,0,0,926.64,2.1
06:25:22:38:00,95,0.2,0,0,926.64,2.1
06:25:22:39:00,95,0.2,0,0,926.64,2.1
06:25:22:40:00,95,0.2,0,0,926.64,2.1
06:25:22:41:00,95,0.2,0,0,926.64,2.1
06:25:22:42:00,95,0.2,0,0,926.64,2.1
06:25:22:43:00,95,0.2,0,0,926.64,2.1
06:25:22:44:00,95,0.2,0,0,926.64,2.1
06:25:22:45:00,95,0.2,0,0,926.64,2.1
06:25:22:46:00,95,0.2,0,0,926.64,2.1
06:25:22:47:00,95,0.2,0,0,926.64,2.1
06:25:22:48:00,95,0.2,0,0,926.64,2.1
06:25:22:49:00,95,0.2,0,0,926.64,2.1
06:25:22:50:00,95,0.2,0,0,926.64,2.1
06:25:22:51:00,95,0.2,0,0,926.64,2.1
06:25:22:52:00,95,0.2,0,0,926.64,2.1
06:25:22:53:00,95,0.2,0,0,926.64,2.1
06:25:22:54:00,95,0.2,0,0,926.64,2.1
06:25:22:55:00,95,0.2,0,0,926.64,2.1
06:25:22:56:00,95,0.2,0,0,926.64,2.1
06:25:22:57:00,95,0.2,0,0,926.64,2.1
06:25:22:58:00,95,0.2,0,0,926.64,2.1
06:25:22:59:00,95,0.2,0,0,926.64,2.1
06:25:23:00:00,95,0.2,0,0,926.64,2.1
06:25:23:01:00,94.901,0.2,0,0,926.64,2.1
06:25:23:02:00,94.802,0.2,0,0,926.64,2.1
06:25:23:03:00,94.703,0.2,0,0,926.64,2.1
06:25:23:04:00,94.604,0.2,0,0,926.64,2.1
06:25:23:05:00,94.505,0.2,0,0,926.64,2.1
06:25:23:06:00,94.406,0.2,0,0,926.64,2.1
06:25:23:07:00,94.307,0.2,0,0,926.64,2.1
06:25:23:08:00,94.208,0.2,0,0,926.64,2.1
06:25:23:09:00,94.109,0.2,0,0,926.64,2.1
06:25:23:10:00,94.01,0.2,0,0,926.64,2.1
06:25:23:11:00,93.911,0.2,0,0,926.64,2.1
06:25:23:12:00,93.812,0.2,0,0,926.64,2.1
06:25:23:13:00,93.713,0.2,0,0,926.64,2.1
06:25:23:14:00,93.614,0.2,0,0,926.64,2.1
06:25:23:15:00,93.515,0.2,0,0,926.64,2.1
06:25:23:16:00,93.416,0.2,0,0,926.64,2.1
06:25:23:17:00,93.317,0.2,0,0,926.64,2.1
06:25:23:18:00,93.218,0.2,0,0,926.64,2.1
06:25:23:19:00,93.119,0.2,0,0,926.64,2.1
06:25:23:20:00,93.02,0.2,0,0,926.64,2.1
06:25:23:21:00,92.921,0.2,0,0,926.64,2.1
06:25:23:22:00,92.822,0.2,0,0,926.64,2.1
06:25:23:23:00,92.723,0.2,0,0,926.64,2.1
06:25:23:24:00,92.624,0.2,0,0,926.64,2.1
06:25:23:25:00,92.525,0.2,0,0,926.64,2.1
06:25:23:26:00,92.426,0.2,0,0,926.64,2.1
06:25:23:27:00,92.327,0.2,0,0,926.64,2.1
06:25:23:28:00,92.228,0.2,0,0,926.64,2.1
06:25:23:29:00,92.129,0.2,0,0,926.64,2.1
06:25:23:30:00,92.03,0.2,0,0,926.64,2.1
06:25:23:31:00,91.931,0.2,0,0,926.64,2.1
06:25:23:32:00,91.832,0.2,0,0,926.64,2.1
06:25:23:33:00,91.733,0.2,0,0,926.64,2.1
06:25:23:34:00,91.634,0.2,0,0,926.64,2.1
06:25:23:35:00,91.535,0.2,0,0,926.64,2.1
06:25:23:36:00,91.436,0.2,0,0,926.64,2.1
06:25:23:37:00,91.337,0.2,0,0,926.64,2.1
06:25:23:38:00,91.238,0.2,0,0,926.64,2.1
06:25:23:39:00,91.139,0.2,0,0,926.64,2.1
06:25:23:40:00,91.04,0.2,0,0,926.64,2.1
06:25:23:41:00,90.941,0.2,0,0,926.64,2.1
06:25:23:42:00,90.842,0.2,0,0,926.64,2.1
06:25:23:43:00,90.743,0.2,0,0,926.64,2.1
06:25:23:44:00,90.644,0.2,0,0,926.64,2.1
06:25:23:45:00,90.545,0.2,0,0,926.64,2.1
06:25:23:46:00,90.446,0.2,0,0,926.64,2.1
06:25:23:47:00,90.347,0.2,0,0,926.64,2.1
06:25:23:48:00,90.248,0.2,0,0,926.64,2.1
06:25:23:49:00,90.149,0.2,0,0,926.64,2.1
06:25:23:50:00,90.05,0.2,0,0,926.64,2.1
06:25:23:51:00,89.951,0.2,0,0,926.64,2.1
06:25:23:52:00,89.852,0.2,0,0,926.64,2.1
06:25:23:53:00,89.753,0.2,0,0,926.64,2.1
06:25:23:54:00,89.654,0.2,0,0,926.64,2.1
06:25:23:55:00,89.555,0.2,0,0,926.64,2.1
06:25:23:56:00,89.456,0.2,0,0,926.64,2.1
06:25:23:57:00,89.357,0.2,0,0,926.64,2.1
06:25:23:58:00,89.258,0.2,0,0,926.64,2.1
06:25:23:59:00,89.159,0.2,0,0,926.64,2.1
06:26:00:00:00,89.06,0.2,0,0,926.64,2.1
06:26:00:01:00,89.042,0.201333333,0,0,926.6518333,2.236666667
06:26:00:02:00,89.024,0.202666667,0,0,926.6636667,2.373333333
06:26:00:03:00,89.006,0.204,0,0,926.6755,2.51
06:26:00:04:00,88.988,0.205333333,0,0,926.6873333,2.646666667
06:26:00:05:00,88.97,0.206666667,0,0,926.6991667,2.783333333
06:26:00:06:00,88.952,0.208,0,0,926.711,2.92
06:26:00:07:00,88.934,0.209333333,0,0,926.7228333,3.056666667
06:26:00:08:00,88.916,0.210666667,0,0,926.7346667,3.193333333
06:26:00:09:00,88.898,0.212,0,0,926.7465,3.33
06:26:00:10:00,88.88,0.213333333,0,0,926.7583333,3.466666667
06:26:00:11:00,88.862,0.214666667,0,0,926.7701667,3.603333333
06:26:00:12:00,88.844,0.216,0,0,926.782,3.74
06:26:00:13:00,88.826,0.217333333,0,0,926.7938333,3.876666667
06:26:00:14:00,88.808,0.218666667,0,0,926.8056667,4.013333333
06:26:00:15:00,88.79,0.22,0,0,926.8175,4.15
06:26:00:16:00,88.772,0.221333333,0,0,926.8293333,4.286666667
06:26:00:17:00,88.754,0.222666667,0,0,926.8411667,4.423333333
06:26:00:18:00,88.736,0.224,0,0,926.853,4.56
06:26:00:19:00,88.718,0.225333333,0,0,926.8648333,4.696666667
06:26:00:20:00,88.7,0.226666667,0,0,926.8766667,4.833333333
06:26:00:21:00,88.682,0.228,0,0,926.8885,4.97
06:26:00:22:00,88.664,0.229333333,0,0,926.9003333,5.106666667
06:26:00:23:00,88.646,0.230666667,0,0,926.9121667,5.243333333
06:26:00:24:00,88.628,0.232,0,0,926.924,5.38
06:26:00:25:00,88.61,0.233333333,0,0,926.9358333,5.516666667
06:26:00:26:00,88.592,0.234666667,0,0,926.9476667,5.653333333
06:26:00:27:00,88.574,0.236,0,0,926.9595,5.79
06:26:00:28:00,88.556,0.237333333,0,0,926.9713333,5.926666667
06:26:00:29:00,88.538,0.238666667,0,0,926.9831667,6.063333333
06:26:00:30:00,88.52,0.24,0,0,926.995,6.2
06:26:00:31:00,88.502,0.241333333,0,0,927.0068333,6.336666667
06:26:00:32:00,88.484,0.242666667,0,0,927.0186667,6.473333333
06:26:00:33:00,88.466,0.244,0,0,927.0305,6.61
06:26:00:34:00,88.448,0.245333333,0,0,927.0423333,6.746666667
06:26:00:35:00,88.43,0.246666667,0,0,927.0541667,6.883333333
06:26:00:36:00,88.412,0.248,0,0,927.066,7.02
06:26:00:37:00,88.394,0.249333333,0,0,927.0778333,7.156666667
06:26:00:38:00,88.376,0.250666667,0,0,927.0896667,7.293333333
06:26:00:39:00,88.358,0.252,0,0,927.1015,7.43
06:26:00:40:00,88.34,0.253333333,0,0,927.1133333,7.566666667
06:26:00:41:00,88.322,0.254666667,0,0,927.1251667,7.703333333
06:26:00:42:00,88.304,0.256,0,0,927.137,7.84
06:26:00:43:00,88.286,0.257333333,0,0,927.1488333,7.976666667
06:26:00:44:00,88.268,0.258666667,0,0,927.1606667,8.113333333
06:26:00:45:00,88.25,0.26,0,0,927.1725,8.25
06:26:00:46:00,88.232,0.261333333,0,0,927.1843333,8.386666667
06:26:00:47:00,88.214,0.262666667,0,0,927.1961667,8.523333333
06:26:00:48:00,88.196,0.264,0,0,927.208,8.66
06:26:00:49:00,88.178,0.265333333,0,0,927.2198333,8.796666667
06:26:00:50:00,88.16,0.266666667,0,0,927.2316667,8.933333333
06:26:00:51:00,88.142,0.268,0,0,927.2435,9.07
06:26:00:52:00,88.124,0.269333333,0,0,927.2553333,9.206666667
06:26:00:53:00,88.106,0.270666667,0,0,927.2671667,9.343333333
06:26:00:54:00,88.088,0.272,0,0,927.279,9.48
06:26:00:55:00,88.07,0.273333333,0,0,927.2908333,9.616666667
06:26:00:56:00,88.052,0.274666667,0,0,927.3026667,9.753333333
06:26:00:57:00,88.034,0.276,0,0,927.3145,9.89
06:26:00:58:00,88.016,0.277333333,0,0,927.3263333,10.02666667
06:26:00:59:00,87.998,0.278666667,0,0,927.3381667,10.16333333
06:26:01:00:00,87.98,0.28,0,0,927.35,10.3
06:26:01:01:00,87.965,0.280166667,0,0,927.3503333,10.19666667
06:26:01:02:00,87.95,0.280333333,0,0,927.3506667,10.09333333
06:26:01:03:00,87.935,0.2805,0,0,927.351,9.99
06:26:01:04:00,87.92,0.280666667,0,0,927.3513333,9.886666667
06:26:01:05:00,87.905,0.280833333,0,0,927.3516667,9.783333333
06:26:01:06:00,87.89,0.281,0,0,927.352,9.68
06:26:01:07:00,87.875,0.281166667,0,0,927.3523333,9.576666667
06:26:01:08:00,87.86,0.281333333,0,0,927.3526667,9.473333333
06:26:01:09:00,87.845,0.2815,0,0,927.353,9.37
06:26:01:10:00,87.83,0.281666667,0,0,927.3533333,9.266666667
06:26:01:11:00,87.815,0.281833333,0,0,927.3536667,9.163333333
06:26:01:12:00,87.8,0.282,0,0,927.354,9.06
06:26:01:13:00,87.785,0.282166667,0,0,927.3543333,8.956666667
06:26:01:14:00,87.77,0.282333333,0,0,927.3546667,8.853333333
06:26:01:15:00,87.755,0.2825,0,0,927.355,8.75
06:26:01:16:00,87.74,0.282666667,0,0,927.3553333,8.646666667
06:26:01:17:00,87.725,0.282833333,0,0,927.3556667,8.543333333
06:26:01:18:00,87.71,0.283,0,0,927.356,8.44
06:26:01:19:00,87.695,0.283166667,0,0,927.3563333,8.336666667
06:26:01:20:00,87.68,0.283333333,0,0,927.3566667,8.233333333
06:26:01:21:00,87.665,0.2835,0,0,927.357,8.13
06:26:01:22:00,87.65,0.283666667,0,0,927.3573333,8.026666667
06:26:01:23:00,87.635,0.283833333,0,0,927.3576667,7.923333333
06:26:01:24:00,87.62,0.284,0,0,927.358,7.82
06:26:01:25:00,87.605,0.284166667,0,0,927.3583333,7.716666667
06:26:01:26:00,87.59,0.284333333,0,0,927.3586667,7.613333333
06:26:01:27:00,87.575,0.2845,0,0,927.359,7.51
06:26:01:28:00,87.56,0.284666667,0,0,927.3593333,7.406666667
06:26:01:29:00,87.545,0.284833333,0,0,927.3596667,7.303333333
06:26:01:30:00,87.53,0.285,0,0,927.36,7.2
06:26:01:31:00,87.515,0.285166667,0,0,927.3603333,7.096666667
06:26:01:32:00,87.5,0.285333333,0,0,927.3606667,6.993333333
06:26:01:33:00,87.485,0.2855,0,0,927.361,6.89
06:26:01:34:00,87.47,0.285666667,0,0,927.3613333,6.786666667
06:26:01:35:00,87.455,0.285833333,0,0,927.3616667,6.683333333
06:26:01:36:00,87.44,0.286,0,0,927.362,6.58
06:26:01:37:00,87.425,0.286166667,0,0,927.3623333,6.476666667
06:26:01:38:00,87.41,0.286333333,0,0,927.3626667,6.373333333
06:26:01:39:00,87.395,0.2865,0,0,927.363,6.27
06:26:01:40:00,87.38,0.286666667,0,0,927.3633333,6.166666667
06:26:01:41:00,87.365,0.286833333,0,0,927.3636667,6.063333333
06:26:01:42:00,87.35,0.287,0,0,927.364,5.96
06:26:01:43:00,87.335,0.287166667,0,0,927.3643333,5.856666667
06:26:01:44:00,87.32,0.287333333,0,0,927.3646667,5.753333333
06:26:01:45:00,87.305,0.2875,0,0,927.365,5.65
06:26:01:46:00,87.29,0.287666667,0,0,927.3653333,5.546666667
06:26:01:47:00,87.275,0.287833333,0,0,927.3656667,5.443333333
06:26:01:48:00,87.26,0.288,0,0,927.366,5.34
06:26:01:49:00,87.245,0.288166667,0,0,927.3663333,5.236666667
06:26:01:50:00,87.23,0.288333333,0,0,927.3666667,5.133333333
06:26:01:51:00,87.215,0.2885,0,0,927.367,5.03
06:26:01:52:00,87.2,0.288666667,0,0,927.3673333,4.926666667
06:26:01:53:00,87.185,0.288833333,0,0,927.3676667,4.823333333
06:26:01:54:00,87.17,0.289,0,0,927.368,4.72
06:26:01:55:00,87.155,0.289166667,0,0,927.3683333,4.616666667
06:26:01:56:00,87.14,0.289333333,0,0,927.3686667,4.513333333
06:26:01:57:00,87.125,0.2895,0,0,927.369,4.41
06:26:01:58:00,87.11,0.289666667,0,0,927.3693333,4.306666667
06:26:01:59:00,87.095,0.289833333,0,0,927.3696667,4.203333333
06:26:02:00:00,87.08,0.29,0,0,927.37,4.1
06:26:02:01:00,87.08,0.290333333,0,0,927.3693333,4.16
06:26:02:02:00,87.08,0.290666667,0,0,927.3686667,4.22
06:26:02:03:00,87.08,0.291,0,0,927.368,4.28
06:26:02:04:00,87.08,0.291333333,0,0,927.3673333,4.34
06:26:02:05:00,87.08,0.291666667,0,0,927.3666667,4.4
06:26:02:06:00,87.08,0.292,0,0,927.366,4.46
06:26:02:07:00,87.08,0.292333333,0,0,927.3653333,4.52
06:26:02:08:00,87.08,0.292666667,0,0,927.3646667,4.58
06:26:02:09:00,87.08,0.293,0,0,927.364,4.64
06:26:02:10:00,87.08,0.293333333,0,0,927.3633333,4.7
06:26:02:11:00,87.08,0.293666667,0,0,927.3626667,4.76
06:26:02:12:00,87.08,0.294,0,0,927.362,4.82
06:26:02:13:00,87.08,0.294333333,0,0,927.3613333,4.88
06:26:02:14:00,87.08,0.294666667,0,0,927.3606667,4.94
06:26:02:15:00,87.08,0.295,0,0,927.36,5
06:26:02:16:00,87.08,0.295333333,0,0,927.3593333,5.06
06:26:02:17:00,87.08,0.295666667,0,0,927.3586667,5.12
06:26:02:18:00,87.08,0.296,0,0,927.358,5.18
06:26:02:19:00,87.08,0.296333333,0,0,927.3573333,5.24
06:26:02:20:00,87.08,0.296666667,0,0,927.3566667,5.3
06:26:02:21:00,87.08,0.297,0,0,927.356,5.36
06:26:02:22:00,87.08,0.297333333,0,0,927.3553333,5.42
06:26:02:23:00,87.08,0.297666667,0,0,927.3546667,5.48
06:26:02:24:00,87.08,0.298,0,0,927.354,5.54
06:26:02:25:00,87.08,0.298333333,0,0,927.3533333,5.6
06:26:02:26:00,87.08,0.298666667,0,0,927.3526667,5.66
06:26:02:27:00,87.08,0.299,0,0,927.352,5.72
06:26:02:28:00,87.08,0.299333333,0,0,927.3513333,5.78
06:26:02:29:00,87.08,0.299666667,0,0,927.3506667,5.84
06:26:02:30:00,87.08,0.3,0,0,927.35,5.9
06:26:02:31:00,87.08,0.300333333,0,0,927.3493333,5.96
06:26:02:32:00,87.08,0.300666667,0,0,927.3486667,6.02
06:26:02:33:00,87.08,0.301,0,0,927.348,6.08
06:26:02:34:00,87.08,0.301333333,0,0,927.3473333,6.14
06:26:02:35:00,87.08,0.301666667,0,0,927.3466667,6.2
06:26:02:36:00,87.08,0.302,0,0,927.346,6.26
06:26:02:37:00,87.08,0.302333333,0,0,927.3453333,6.32
06:26:02:38:00,87.08,0.302666667,0,0,927.3446667,6.38
06:26:02:39:00,87.08,0.303,0,0,927.344,6.44
06:26:02:40:00,87.08,0.303333333,0,0,927.3433333,6.5
06:26:02:41:00,87.08,0.303666667,0,0,927.3426667,6.56
06:26:02:42:00,87.08,0.304,0,0,927.342,6.62
06:26:02:43:00,87.08,0.304333333,0,0,927.3413333,6.68
06:26:02:44:00,87.08,0.304666667,0,0,927.3406667,6.74
06:26:02:45:00,87.08,0.305,0,0,927.34,6.8
06:26:02:46:00,87.08,0.305333333,0,0,927.3393333,6.86
06:26:02:47:00,87.08,0.305666667,0,0,927.3386667,6.92
06:26:02:48:00,87.08,0.306,0,0,927.338,6.98
06:26:02:49:00,87.08,0.306333333,0,0,927.3373333,7.04
06:26:02:50:00,87.08,0.306666667,0,0,927.3366667,7.1
06:26:02:51:00,87.08,0.307,0,0,927.336,7.16
06:26:02:52:00,87.08,0.307333333,0,0,927.3353333,7.22
06:26:02:53:00,87.08,0.307666667,0,0,927.3346667,7.28
06:26:02:54:00,87.08,0.308,0,0,927.334,7.34
06:26:02:55:00,87.08,0.308333333,0,0,927.3333333,7.4
06:26:02:56:00,87.08,0.308666667,0,0,927.3326667,7.46
06:26:02:57:00,87.08,0.309,0,0,927.332,7.52
06:26:02:58:00,87.08,0.309333333,0,0,927.3313333,7.58
06:26:02:59:00,87.08,0.309666667,0,0,927.3306667,7.64
06:26:03:00:00,87.08,0.31,0,0,927.33,7.7
06:26:03:01:00,87.044,0.3105,0,0,927.3248333,7.656666667
06:26:03:02:00,87.008,0.311,0,0,927.3196667,7.613333333
06:26:03:03:00,86.972,0.3115,0,0,927.3145,7.57
06:26:03:04:00,86.936,0.312,0,0,927.3093333,7.526666667
06:26:03:05:00,86.9,0.3125,0,0,927.3041667,7.483333333
06:26:03:06:00,86.864,0.313,0,0,927.299,7.44
06:26:03:07:00,86.828,0.3135,0,0,927.2938333,7.396666667
06:26:03:08:00,86.792,0.314,0,0,927.2886667,7.353333333
06:26:03:09:00,86.756,0.3145,0,0,927.2835,7.31
06:26:03:10:00,86.72,0.315,0,0,927.2783333,7.266666667
06:26:03:11:00,86.684,0.3155,0,0,927.2731667,7.223333333
06:26:03:12:00,86.648,0.316,0,0,927.268,7.18
06:26:03:13:00,86.612,0.3165,0,0,927.2628333,7.136666667
06:26:03:14:00,86.576,0.317,0,0,927.2576667,7.093333333
06:26:03:15:00,86.54,0.3175,0,0,927.2525,7.05
06:26:03:16:00,86.504,0.318,0,0,927.2473333,7.006666667
06:26:03:17:00,86.468,0.3185,0,0,927.2421667,6.963333333
06:26:03:18:00,86.432,0.319,0,0,927.237,6.92
06:26:03:19:00,86.396,0.3195,0,0,927.2318333,6.876666667
06:26:03:20:00,86.36,0.32,0,0,927.2266667,6.833333333
06:26:03:21:00,86.324,0.3205,0,0,927.2215,6.79
06:26:03:22:00,86.288,0.321,0,0,927.2163333,6.746666667
06:26:03:23:00,86.252,0.3215,0,0,927.2111667,6.703333333
06:26:03:24:00,86.216,0.322,0,0,927.206,6.66
06:26:03:25:00,86.18,0.3225,0,0,927.2008333,6.616666667
06:26:03:26:00,86.144,0.323,0,0,927.1956667,6.573333333
