HouseName,Total_Load_kWh,Forecasted_Load_kWh_ 1,Forecasted_Load_kWh_ 2,Forecasted_Load_kWh_ 3,Forecasted_Load_kWh_ 4,Forecasted_Load_kWh_ 5,Forecasted_Load_kWh_ 6,Forecasted_Load_kWh_ 7,Forecasted_Load_kWh_ 8,Forecasted_Load_kWh_ 9,Forecasted_Load_kWh_10,Forecasted_Load_kWh_11,Forecasted_Load_kWh_12,Forecasted_Load_kWh_13,Forecasted_Load_kWh_14,Forecasted_Load_kWh_15,Forecasted_Load_kWh_16,Forecasted_Load_kWh_17,Forecasted_Load_kWh_18,Forecasted_Load_kWh_19,Forecasted_Load_kWh_20,Forecasted_Load_kWh_21,Forecasted_Load_kWh_22,Forecasted_Load_kWh_23,Forecasted_Load_kWh_24,Temperature_Setpoint_C,Temperature_Offset_C,Lambda_unitless
SX2673305B_1_house,56.9584151870833,1.35475,1.088,2.77204570666667,4.47633393333333,4.45409034333333,4.45584273333333,1.082,3.02799724916667,4.95166728583333,5.01575898583333,2.56854741625,1.3275,1.3275,1.31925,1.298,1.30625,1.344,1.4195,1.52925,1.6095,1.70975,1.9245,3.2324031,2.36397843333333,26.6222222222222,1.74555555555556,0.087050446053527
SX3048196B_1_house,37.5612242920833,1.089,1.44533211666667,1.27774997333333,1.78253126666667,1.19148212166667,1.19081436666667,0.664833333333333,1.32545829916667,3.86447356083333,2.73705043041667,2.12604741625,2.76615501666667,2.80860139041667,2.82836166666667,0.873166666666667,0.865333333333333,0.877166666666667,0.908666666666667,0.971666666666667,1.0385,1.08566666666667,1.18416666666667,1.33366666666667,1.32533333333333,25.0166666666667,2.52666666666667,0.45613473616834
SX2991911C_1_house,47.64173205625,4.6029428,2.5687061275,1.85546250666667,1.231034,1.82047246666667,1.78184703333333,0.683833333333333,1.39559735,3.88799639416667,2.73705043041667,2.12604741625,2.76615501666667,3.45489158208334,2.82836166666667,3.50534259916667,1.538158,0.8835,0.921333333333333,0.997,1.0575,1.09833333333333,1.2285,1.38433333333333,1.28733333333333,22.4,2.01722222222222,0.363683642037044
SX2973158C_1_house,36.5030708070833,2.2262214,0.9325142275,0.9275832,0.8834323,0.907680233333333,0.922949333333333,0.378666666666667,1.02677368333333,2.22115461083333,1.66489553875,1.68003291625,1.71785933333333,2.35907239041667,2.38011166666667,1.73747589916667,2.42324943333333,2.44655028916667,2.48130973333333,1.78081599,0.5425,1.81320916666667,1.25970102833333,1.2421451,0.547166666666667,22.7388888888889,2.07611111111111,0.821018522222667
SX3048208A_1_house,33.0421112,1.29733333333333,1.01433333333333,0.782166666666667,0.681333333333333,0.635666666666667,0.629333333333334,0.629333333333334,0.678833333333333,2.60733791375,2.09834987208333,2.12487591625,2.12847535,3.45489158208334,2.82836166666667,2.1921522325,0.8685,0.865333333333333,0.881833333333333,0.918,0.990333333333333,1.0525,1.095,1.21683333333333,1.371,24.4833333333333,1.73777777777778,0.692483097971757
SX3029502A_1_house,41.6708988970833,4.2709428,4.12998767166667,3.96691408,3.87766726666666,3.83025701,3.8017594,3.812881195,1.50030564916667,4.0108339525,1.65751653875,0.4425,0.4425,0.4425,0.4425,0.4425,0.435416666666667,0.432666666666667,0.43975,0.456666666666667,0.4905,0.52275,0.545166666666667,0.60025,0.676166666666667,21.7166666666667,1.67166666666667,0.677801336160339
SX3029502A_2_house,53.01151510625,1.34925,1.086,0.9855,0.944,2.66865964333333,2.1227637,1.085,2.4112319825,4.33830689416667,3.17955043041667,3.20206825791667,3.20865501666667,3.89739158208334,3.92087833333334,3.93650926583333,1.30675,1.345,1.4215,1.53075,1.6105,1.71325,1.9285,2.042,1.7775,21.8944444444444,2.64555555555556,0.581269752370285
SX3029502A_3_house,72.8135879995833,4.68927613333333,3.39428791083333,2.12010984,1.54270066666667,2.138246355,2.2555137,1.2565,2.4942319825,4.33649639416667,3.80196332208333,3.20089675791667,3.84633468333333,3.88212708208333,4.52595666666667,4.6104232825,4.6814821,4.7748307225,4.8892104,1.6165,1.73425,1.9525,2.024,1.7295,1.31625,25.5333333333333,1.99833333333333,0.569948393807257
SX3104125B_1_house,49.9946061154167,2.86464673333333,0.971832116666667,1.50659184,0.913367333333333,0.911514233333334,1.47743036666667,0.364666666666667,1.62039036666667,2.25209420541667,2.8823122025,2.31589675791667,2.32365501666667,3.00887708208333,2.41538333333333,3.69566289833333,3.09374076666667,3.79066405583334,3.14863506666667,3.10387372333333,1.17062465,1.79687583333333,1.88585486666667,1.28659133333333,1.19342466666667,23.6277777777778,1.83277777777778,0.868144177301276
SX3104125B_2_house,51.19540829625,3.54139673333333,1.46733211666667,1.28574997333333,1.24770066666667,1.2249029,1.19081436666667,0.658833333333333,1.91640831583333,2.6297527775,2.10920603875,2.15438468333333,2.76615501666667,2.18460938333333,2.82836166666667,2.87103071666667,3.48934953333333,2.86643895583333,3.5774684,2.23169665666667,1.0325,2.30395916666667,2.38387846166667,1.8961451,1.33733333333333,25.6055555555556,2.06666666666667,0.73000760091211
