using the file conf/UserAgent.json

-------------------------------------------------------------------
GMS: address=vagrant-3748, cluster=TE_Market, physical address=10.0.2.15:47464
-------------------------------------------------------------------
06:59:12.931 [main] INFO  gov.nist.hla.te.useragent.UserAgent - reading house configuration file at conf/HouseData.csv
06:59:12.936 [main] INFO  gov.nist.hla.te.useragent.UserAgent - initialized House TEUA R4_12_47_1_xfmr_122:House-1
06:59:12.936 [main] INFO  gov.nist.hla.te.useragent.UserAgent - initialized House TEUA R4_12_47_1_xfmr_123:House-2
06:59:12.936 [main] INFO  gov.nist.hla.te.useragent.UserAgent - initialized House TEUA R4_12_47_1_xfmr_123:House-3
06:59:12.936 [main] INFO  gov.nist.hla.te.useragent.UserAgent - initialized House TEUA R4_12_47_1_xfmr_123:House-1
06:59:12.936 [main] INFO  gov.nist.hla.te.useragent.UserAgent - initialized House TEUA R4_12_47_1_xfmr_123:House-4
06:59:12.937 [main] INFO  gov.nist.hla.te.useragent.UserAgent - reading vehicle configuration file at conf/VehicleData.csv
06:59:12.972 [main] INFO  gov.nist.hla.te.useragent.UserAgent - initialized Vehicle TEUA R4_12_47_1_xfmr_122:House-1-vehicle
06:59:12.973 [main] INFO  gov.nist.hla.te.useragent.UserAgent - initialized Vehicle TEUA R4_12_47_1_xfmr_123:House-1-vehicle
06:59:12.973 [main] INFO  gov.nist.hla.te.useragent.UserAgent - initialized Vehicle TEUA R4_12_47_1_xfmr_123:House-2-vehicle
06:59:12.974 [main] INFO  gov.nist.hla.te.useragent.UserAgent - initialized Vehicle TEUA R4_12_47_1_xfmr_123:House-3-vehicle
06:59:12.974 [main] INFO  gov.nist.hla.te.useragent.UserAgent - initialized Vehicle TEUA R4_12_47_1_xfmr_123:House-4-vehicle
06:59:12.975 [main] INFO  gov.nist.hla.te.useragent.UserAgent - waiting on readyToPopulate...
06:59:13.237 [main] INFO  gov.nist.hla.te.useragent.UserAgent - ...synchronized on readyToPopulate
06:59:13.237 [main] INFO  gov.nist.hla.te.useragent.UserAgent - waiting to receive SimTime...
